500

1198.9349656707777, 0, 0
45.62305588754585, 0, 88
44.47928739457584, 0, 455
3.456208603652189, 0, 483
1672.309175655918, 1, 1
41.015497388106354, 1, 206
18.732797873658868, 1, 400
1454.2537362996054, 2, 2
1580.9469630645199, 3, 3
1747.1070506876729, 4, 4
1570.2109116738839, 5, 5
1126.0772028914657, 6, 6
1444.2808494374194, 7, 7
1838.291035944032, 8, 8
1.1472066277581072, 8, 147
0.22162201042121854, 8, 184
1911.8203486681848, 9, 9
24.764901617303725, 9, 119
1900.5409898750074, 10, 10
13.198017658016353, 10, 379
13.834094128786202, 10, 469
0.5118212367925645, 10, 476
1951.2373388355495, 11, 11
6.531805693414372, 11, 258
1653.6908353786034, 12, 12
9.957734958985231, 12, 148
32.32359848133287, 12, 281
1055.1746140804858, 13, 13
1394.0581032410364, 14, 14
30.850278553501457, 14, 246
1561.0578223611724, 15, 15
38.4918730977492, 15, 385
1301.1586075794853, 16, 16
5.054125398731557, 16, 214
1431.6790232938183, 17, 17
23.33257236973603, 17, 326
1047.9564495007219, 18, 18
4.119283701076803, 18, 69
23.33708058823467, 18, 234
1771.1490307989166, 19, 19
1898.7903082218095, 20, 20
13.357793609275681, 20, 312
1479.8672674243621, 21, 21
37.57431485697648, 21, 324
47.34570630206933, 21, 351
1956.129400553174, 22, 22
1811.3870784918333, 23, 23
1286.6700267295423, 24, 24
30.833242106670422, 24, 318
1879.0950538668208, 25, 25
1233.0221542335537, 26, 26
1162.1204277388347, 27, 27
1569.3305747128366, 28, 28
12.047038520619168, 28, 368
1527.5721359931272, 29, 29
1562.5492945656042, 30, 30
19.154316431201984, 30, 335
1876.1622786358398, 31, 31
29.438090419248198, 31, 45
1747.691130071325, 32, 32
1584.9425400390191, 33, 33
20.292153200611786, 33, 35
1729.5046113071717, 34, 34
43.566757373912814, 34, 340
20.292153200611786, 35, 33
1501.3802363979175, 35, 35
42.6613009567618, 35, 127
15.601285075337406, 35, 173
38.68609688499478, 35, 183
1736.4211636137557, 36, 36
44.5424957788015, 36, 411
1444.8590864091184, 37, 37
1053.4497356738793, 38, 38
1947.392758160258, 39, 39
0.21572346004291587, 39, 166
